premise_code,premise,address,premise_type,state,district
18569.0,NKDP ENTERPRISE,"PT 1571,TAMAN NURI,PADANG SELISING,",Restoran Melayu,Kelantan,Machang
18570.0,WARUNG RAJA SELERO DUSUN DAMAR,"LOT 2295,KG. DUSUN DAMAR,",Restoran Melayu,Kelantan,Kuala Krai
18571.0,WARUNG SELERA KAMPUNG,"GUCHIL DUA TEPI CALTEX,KUALA KRAI KELANTAN,",Restoran Melayu,Kelantan,Kuala Krai
18572.0,KEDAI UMI POKOK CHEREE,"KG SUNGAI BATU,DALAM DABONG,",Restoran Melayu,Kelantan,Dabong
18573.0,KAK AAH ENTERPRISE,"KAMPUNG SUNGAI BATU,JELAWANG, DABONG,",Restoran Melayu,Kelantan,Dabong
18574.0,ADAM CAFE,"KG. BERANGAN,JELAWANG, DABONG,",Restoran Melayu,Kelantan,Dabong
18575.0,KEDAI RUNCIT BISMI,"NO 3,JALAN BAKTI 1, TAMAN MUTIARA RINI,81300 SKUDAI, JOHOR DARUL TAKZIM.",Kedai Runcit,Johor,Johor Bahru
18576.0,SEGI FRESH PUTRAJAYA PRESINT 15,"SEGI CASH & CARRY SDN. BHD,NO. 8 & 10, NADI COMMERCIAL LOT 15,JALAN PULAU PINANG, PRESINT 15, PUTRAJAYA",Pasar Raya / Supermarket,W.P. Putrajaya,Wp Putrajaya
18578.0,PASARAYA PANTAI SELAMAT (PERAMU) SDN BHD,"LOT 414,KAWASAN PERINDUSTRIAN PERAMU,",Pasar Raya / Supermarket,Pahang,Pekan
18579.0,PASAR MINI REZEKI,"B-0-3, JALAN 12/144A,TAMAN BUKIT CHERAS,",Pasar Mini,W.P. Kuala Lumpur,Bandar Tun Razak
18582.0,FOOD COURT AEON CHERAS SELATAN,"AEON CHERAS SELATAN STORE, ARAS MEZZANINI,LEBUH TUN HUSSIEN ONN,43200 BALAKONG",Foodcourt,Selangor,Hulu Langat
18584.0,FOOD COURT TESCO SEMENYIH,"LOT FC 2, TESCO SEMENYIH, TINGKAT 1,NO 1, JALAN TPS 1/1,TAMAN PELANGI SEMENYIH, 43500 SEMENYIH, SELANGOR",Foodcourt,Selangor,Hulu Langat
18585.0,MEDAN SELERA SG KANTAN,"LOT 457, JALAN SUNGAI KANTAN,43000 KAJANG, SELANGOR,",Medan Selera,Selangor,Hulu Langat
18586.0,HAPPY HAPPY CAFE,"15G, JALAN S 10/2,OFF JALAN BUKIT,43000 KAJANG, SELANGOR",Restoran Cina,Selangor,Hulu Langat
18587.0,RESTORAN IBRAHIM MAJU,"NO.2, GROUND FLOOR, JALAN REKO SENTRAL 8,TAMAN REKO SENTRAL,43000 KAJANG, SELANGOR",Restoran India Muslim,Selangor,Hulu Langat
18588.0,RESTORAN REST 1,"NO.72A, JALAN GROVE 1/2,TAMAN TTDI GROVE,43000 KAJANG, SELANGOR",Restoran India Muslim,Selangor,Hulu Langat
18589.0,RESTORAN SAJIAN SEDAP,"NO.2-1, JALAN BPP 5/7,BANDAR PUTRA PERMAI,43300 SERI KEMBANGAN, SELANGOR",Restoran Melayu,Selangor,Hulu Langat
18590.0,RESTORAN SINGGAHSANA,"NO 30G, JALAN TPS 1/7,TAMAN PELANGI SEMENYIH,43500 KAJANG, SELANGOR",Restoran Melayu,Selangor,Hulu Langat
18591.0,RESTORAN XIN SOON LAI,"NO. 1, JALAN INDAH,TAMAN INDAH SUNGAI JELOK,43000 KAJANG, SELANGOR",Restoran Cina,Selangor,Hulu Langat
18592.0,GERAI CIK NORLIA,"P23, PASAR SEKSYEN 14,TINGKAT ATAS,46100 PETALING JAYA, SELANGOR",Medan Selera,Selangor,Petaling Jaya
18593.0,RESTORAN JAMAL MOHAMED,"NO 32, 34 JALAN SEMANGAT,SEK -14/14,46100 PETALING JAYA, SELANGOR",Restoran India Muslim,Selangor,Petaling Jaya
18594.0,JIA SIANG ENTERPRISE,"NO 10A,JALAN 14/20,46100 PETALING JAYA, SELANGOR",Restoran Cina,Selangor,Petaling Jaya
18596.0,RESTORAN SAYANG SALHAH,"NO 29, JALAN CAMAR 4/3,KOTA DAMANSARA,47810 PETALING JAYA, SELANGOR",Restoran Melayu,Selangor,Petaling Jaya
18597.0,RESTORAN SYED ABU KOTA DAMANSARA,"JALAN PEKAKA 8/3,KOTA DAMANSARA,47810 PETALING JAYA, SELANGOR",Restoran India Muslim,Selangor,Petaling Jaya
18598.0,TANJUNG VILLAGE FOOD COURT,"7, 21, JALAN PJU 5/13, KOTA DAMANSARA,PETALING JAYA,47810 SELANGOR",Foodcourt,Selangor,Petaling Jaya
18599.0,RESTORAN DU CAFE,"NO 47, JALAN PJU 5/10,DATARAN SUNWAY,47810 PETALING JAYA, SELANGOR",Restoran Cina,Selangor,Petaling Jaya
18600.0,MEDAN SELERA TESCO MUTIARA DAMANSARA,"1ST FLOOR, TESCO EXTRA, NO. 8, JALAN PJU 7/4,MUTIARA DAMANSARA,47800 PETALING JAYA, SELANGOR",Medan Selera,Selangor,Petaling Jaya
18605.0,VILLAGE GROCER (AVENUE K),"C-9, & C-10, LEVEL CONCOURCE,AVENUE K,156, JALAN AMPANG,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Bukit Bintang
18607.0,KAFE 63 ( KGK GLOBAL ENTERPRISE ),"NO.44, JALAN DATO MUDA JAAFAR,44000 KUALA KUBU BHARU,HULU SELANGOR, SELANGOR",Restoran Melayu,Selangor,Hulu Selangor
18608.0,RESTORAN PELADANG,"LOT. 49, JALAN DATO MUDA JAAFAR,44000 KUALA KUBU BHARU,HULU SELANGOR, SELANGOR",Restoran Melayu,Selangor,Hulu Selangor
18609.0,FAZLINA MAJU BISTRO SDN BHD,"NO.2, JALAN ABDUL HAMID,44000 KUALA KUBU BHARU, HULU SELANGOR, SELANGOR,",Restoran India Muslim,Selangor,Hulu Selangor
18610.0,RESTORAN SULAIMEN,"NO.22, JALAN KAMRUDDIN,4400 KUALA KUBU BHARU, SELANGOR,",Restoran India Muslim,Selangor,Hulu Selangor
18611.0,2218 KOPITIAM,"NO.6, GERAI MDHS,JALAN ABDUL HAMID,44000 KUALA KUBU BHARU, HULU SELANGOR, SELANGOR",Restoran Cina,Selangor,Hulu Selangor
18612.0,KEDAI KOPI YEW KEE,"NO.10, GERAI MDHS,JALAN MERDEKA KKB,44000 KUALA KUBU BHARU, HULU SELANGOR, SELANGOR",Restoran Cina,Selangor,Hulu Selangor
18613.0,RADZIAH ENTERPRISE,"LOT 37, JALAN RAJA MUDA JAAFAR,KUALA KUBU BHARU,44000, SELANGOR",Kedai Runcit,Selangor,Hulu Selangor
18614.0,1 MALAYSIA CAFE,"82A - 82B, JALAN MASJID,SARIKEI,SARAWAK",Restoran Melayu,Sarawak,Sarikei
18616.0,RESTORAN SBRJ,"NO 12, JALAN 4A/27A, SEKSYEN 2 DESA SETAPAK,WANGSA MAJU,",Restoran India Muslim,W.P. Kuala Lumpur,Wangsa Maju
18619.0,RESTORAN PELITA SAMUDERA JALAN AMPANG,"NO 113, JALAN AMPANG,KUALA LUMPUR,",Restoran India Muslim,W.P. Kuala Lumpur,Bukit Bintang
18620.0,RESTORAN ABM MAJU,"NO 18, JALAN 3/109C TAMAN ABADI INDAH, TAMAN DESA,KUALA LUMPUR,",Restoran India Muslim,W.P. Kuala Lumpur,Seputeh
18621.0,RESTORAN NORINA 69,"LOT 1, KEDAI MAKAN TAMAN TENAGA,JALAN SEKILAU,CHERAS",Restoran Melayu,W.P. Kuala Lumpur,Bandar Tun Razak
18622.0,RESTORAN AZZAHRA,"NO 98, AMBER BUSINESS PLAZA 2,JALAN JELAWAT 2,BATU 3 1/2, CHERAS , KL",Restoran India Muslim,W.P. Kuala Lumpur,Bandar Tun Razak
18623.0,RESTORAN AL-AMMAL MAJU,"NO 20A, JALAN JAYA 5, TAMAN JAYA,BANDAR TUN RAZAK,KL",Restoran India Muslim,W.P. Kuala Lumpur,Bandar Tun Razak
18624.0,RESTORAN PELITA SAMUDERA BANGSAR,"2-G, JALAN TELAWI 5, BANGSAR BARU,KL,",Restoran India Muslim,W.P. Kuala Lumpur,Lembah Pantai
18625.0,RESTORAN ADIK CORNER,"21-0-50, JALAN 15/2A TAMAN WILAYAH,SELAYANG,",Restoran Melayu,W.P. Kuala Lumpur,Batu
18626.0,RESTORAN VARGINA,"43A,-0-16 JALAN 1/48A, BANDAR BARU SENTUL,KL,",Restoran India Muslim,W.P. Kuala Lumpur,Batu
18627.0,RESTORAN HAJI SHAHUL,"49 GROUND FLOOR, UDARAMA KOMPLEX,JALAN 2/64A OFF,JALAN IPOH",Restoran India Muslim,W.P. Kuala Lumpur,Batu
18628.0,RESTORAN PELITA SAMUDRA SRI HARTAMAS,"NO 24, JALAN 25/70A, DESA SRI HARTAMAS,KL,",Restoran India Muslim,W.P. Kuala Lumpur,Segambut
18629.0,KOPITIAM GOOD VIEW,"B-G-2 VISTA MUTIARA, NO 1 JALAN VISTA MUTIARA OFF,JALAN KEPONG,KL",Restoran Cina,W.P. Kuala Lumpur,Kepong
18631.0,RESTORAN AMEER EHSAN,"NO.31, JALAN 2/76C,DESA PANDAN,",Restoran India Muslim,W.P. Kuala Lumpur,Titiwangsa
18632.0,FOOD COURT UTC KERAMAT MALL,"KOMPLEKS PERNIAGAAN KERAMAT MALL,JALAN DATOK KERAMAT,",Foodcourt,W.P. Kuala Lumpur,Titiwangsa
18633.0,MEDAN SELERA JALAN CHOW KIT,"403, JALAN CHOW KIT,-,",Medan Selera,W.P. Kuala Lumpur,Titiwangsa
18634.0,RESTORAN D'CHOW KIT,"40G, JALAN CHOW KIT,-,",Restoran Melayu,W.P. Kuala Lumpur,Titiwangsa
18635.0,MEDAN SELERA COCHRANE,"NO.15, GERAI TEPI JALAN COCHRANE PERKASA,-,",Medan Selera,W.P. Kuala Lumpur,Cheras
18638.0,FOOD EMPIRE ( MYTOWN ),"LOT NO.L3-021 & L3-E 021, LEVEL 3 MYTOWN SHOPPING CENTRE,NO.6, JALAN COCHRANE, SEKSYEN 90,",Foodcourt,W.P. Kuala Lumpur,Cheras
18639.0,MEDAN SELERA MENARA PGRM,"MENARA PGRM,NO.8, JALAN PUDU ULU,",Medan Selera,W.P. Kuala Lumpur,Cheras
18640.0,RESTORAN NURIN FOOD CORNER,"2-0-1, QUEENS AVENUE, JALAN BAYAM,OFF JALAN SHELLEY,",Restoran India Muslim,W.P. Kuala Lumpur,Cheras
18641.0,RESTORAN JIA XIANG RECIPE,"NO.67G, JALAN LANDAK, OFF JALAN PUDU,-,",Restoran Cina,W.P. Kuala Lumpur,Cheras
18642.0,RESTORAN NIKHMAN BISTRO,"LOTG12, TINGKAT BAWAH TOWER 1, MENARA PGRM,NO.8, JALAN PUDU ULU,CHERAS, KUALA LUMPUR",Restoran India Muslim,W.P. Kuala Lumpur,Cheras
18643.0,KOPITIAM WENG HENG,"16, JALAN RAMPAI NIAGA 1,RAMPAI BUSINESS PARK,TAMAN SRI RAMPAI",Restoran Cina,W.P. Kuala Lumpur,Setiawangsa
18644.0,MEDAN SELERA D'REJANG,"NO25, JALAN WANGSA CERIA7B,WANGSA MELAWATI,",Medan Selera,W.P. Kuala Lumpur,Setiawangsa
18645.0,RESTORAN FAREED,"37-G, JALAN 2/2F,PUSAT BANDAR WANGSA MAJU,",Restoran India Muslim,W.P. Kuala Lumpur,Setiawangsa
18646.0,FOOD COURT GIANT HYPERMARKET,"NO.5, JALAN KILANG,OFF JALAN GENTING KELANG,TAMAN DANAU KOTA",Foodcourt,W.P. Kuala Lumpur,Setiawangsa
18647.0,RESTORAN NEW SOON LY,"NO.2, JALAN REJANG 6,SETAPAK JAYA,",Restoran Cina,W.P. Kuala Lumpur,Setiawangsa
18648.0,MEDAN SELERA TAMAN SETIAWANGSA,"MAADZ FOOD,G23, MEDAN SELERA JALAN SETIAWANGSA 13,TAMAN SETIAWANSA",Medan Selera,W.P. Kuala Lumpur,Setiawangsa
18649.0,RESTORAN HASLAM,"A-01-13, WISMA PANTAI,JALAN PANTAI BARU,BANGSAR",Restoran Melayu,W.P. Kuala Lumpur,Lembah Pantai
18650.0,HAWKER CENTRE AT MENARA TM,"1ST FLOOR, NORTH WING,MENARA TM,JALAN PANTAI BHARU",Foodcourt,W.P. Kuala Lumpur,Lembah Pantai
18651.0,RESTORAN SENTOSA JAYA,"NO.2, JALAN 1A/133,TAMAN SRI SENTOSA,",Restoran Cina,W.P. Kuala Lumpur,Lembah Pantai
18652.0,SING SIANG HUAT RESTAURANT,"259G, JALAN BATU BELAH,TAMAN BATU VIEW,",Restoran Cina,W.P. Kuala Lumpur,Batu
18653.0,RESTORAN WENG KEI,"10148, JALAN SENTUL,SENTUL PASAR,",Restoran Cina,W.P. Kuala Lumpur,Batu
18654.0,FOON LOK RESTAURANT,"23, JALAN MALINJA 2,TAMAN BUNGA RAYA,SETAPAK",Restoran Cina,W.P. Kuala Lumpur,Wangsa Maju
18655.0,WARUNG ARSHAD,"8A, JALAN TAMAN MELATI,TAMAN MELATI,GOMBAK",Restoran Melayu,W.P. Kuala Lumpur,Wangsa Maju
18657.0,SING KEE KITCHEN,"61A, TINGKAT BAWAH,JALAN DESA BAKTI,TAMAN DESA",Restoran Cina,W.P. Kuala Lumpur,Seputeh
18658.0,RESTORAN D'ANISSA,"NO.10-1, JALAN 14/22,SEKSYEN 14,46100 PETALING JAYA, SELANGOR",Restoran Melayu,Selangor,Petaling Jaya
18660.0,SYARIKAT WARIS BUKIT,"BLOK 90-02-02, FLAT SRI KOTA,BANDAR TUN RAZAK,",Kedai Runcit,W.P. Kuala Lumpur,Bandar Tun Razak
18661.0,BABA DONA SUPERMART,"NO. 1, 2, 3 & 3A, PANTAI GALLERIA,JALAN PANTAI MURNI,",Pasar Mini,W.P. Kuala Lumpur,Lembah Pantai
18662.0,PASAR MINI GO FRESH MARKET,"NO.82, JALAN KAMPUNG BATU,BATU 5, JALAN IPOH,",Pasar Mini,W.P. Kuala Lumpur,Batu
18664.0,SBA CORNER,"GERAI NO.5 & 6,DATARAN KUALA KUBU BHARU,44000 KUALA KUBU BHARU, HULU SELANGOR, SELANGOR",Medan Selera,Selangor,Hulu Selangor
18666.0,PASARAYA SHAKRI CAWANGAN JABI,"LOT 8856 & 8857, TAMAN SL WIRA PERDANA,KAMPUNG BAKAP JABI,JERTEH",Kedai Runcit,Terengganu,Besut
18667.0,WONDERFUL SUPERMARKET (BM) SDN BHD,"G10-18 & 1 10-13,DE 'RENDZVIOUS JALAN PERDA SELATAN,BUKIT MERTAJAM",Pasar Raya / Supermarket,Pulau Pinang,Seberang Perai Tengah
18668.0,NUR JULIA MART,"29, JALAN SEMERBAK 20,TAMAN BUKIT DAHLIA,PASIR GUDANG",Kedai Runcit,Johor,Johor Bahru
18669.0,C & Y LEE TRADING,"PT 4605, BANDAR BARU,JALAN STESEN GEMAS,",Kedai Runcit,Negeri Sembilan,Gemas
18670.0,ECONSAVE CASH & CARRY (KUBANG KERIAN) SDN.BHD,"LOT PT 1640 & PT 1685, SEKSYEN 54,JALAN RAJA PREMPUAN ZAINAB II, MUKIM KENALI, KUBANG KERIAN,16150 KOTA BHARU, KELANTAN.",Hypermarket,Kelantan,Kota Bharu
18671.0,KEDAI MAKAN KAK NAH,"NO 6A & 7A, R&R BATU 2 1/2,JALAN SIMPANG,34000, TAIPING PERAK",Medan Selera,Perak,"Larut, Matang & Selama"
18672.0,BOSS SEAFOOD CORNER,"NO 157, KAMPUNG JANA,KAMUNTING,PERAK",Restoran Melayu,Perak,"Larut, Matang & Selama"
18673.0,TF VALUEMART KUALA KANGSAR,"LOT 2135, PUSAT KOMERSIL WAT THONG,PERSIARAN WAI THONG 1, JLN SULTAN ISKANDAR SHAH,KUALA KANGSAR",Pasar Raya / Supermarket,Perak,Kuala Kangsar
18674.0,RESTORAN AL-SAKIN,"NO 54G, JALAN INTAN 6,BANDAR BARU TELUK INTAN,36000 TELUK INTAN",Restoran India Muslim,Perak,Hilir Perak
18675.0,RESTORAN ALI & AZAI,"NO 30 A, JALAN NAKHODA 1,JALAN SUNGAI TUA,68100 BATU CAVES, SELANGOR",Restoran Melayu,Selangor,Gombak
18678.0,RESTORAN HOY YUAN SEAFOOD,"NO.1, JLN SJ 1,TAMAN SELAYANG JAYA,68100 BATU CAVES, SELANGOR",Restoran Cina,Selangor,Gombak
18679.0,RESTORAN CHIN HOR CHIAK,"NO.2, JLN SJ 3,TAMAN SELAYANG JAYA,68100 BATU CAVES, SELANGOR",Restoran Cina,Selangor,Gombak
18682.0,MEDAN SELERA PASAR SELAYANG BARU,"GERAI DALAM PASAR,PASAR SELAYANG BARU,68100 BATU CAVES, SELANGOR",Medan Selera,Selangor,Gombak
18683.0,MEDAN SELERA GREENWOOD,"MEDAN SELERA TAMAN GREENWOOD,68100 BATU CAVES,SELANGOR",Medan Selera,Selangor,Gombak
18684.0,EMPIRE FOOD COURT MELAWATI MALL,"MELAWATI MALL, JALAN SABAH,TAMAN MELAWATI,53100, KUALA LUMPUR",Foodcourt,Selangor,Gombak
18685.0,FOOD COURT GIANT TAMAN PERMATA,"LOT 13793 & 13796,JALAN CHANGKAT PERMATA,TAMAN PERMATA, 53300 KUALA LUMPUR",Foodcourt,Selangor,Gombak
18687.0,RESTORAN AL-MASHUR,"JC52 JALAN BMU 3,BANDAR BARU MERLIMAU UTARA,77300 MERLIMAU, MELAKA",Restoran India Muslim,Melaka,Jasin
18688.0,CENDOL PULAU SEBANG,"GERAI NO.2 MPAG,JALAN KEMUS,ALOR GAJAH, MELAKA",Restoran Melayu,Melaka,Alor Gajah
18690.0,MEDAN SELERA NO.5 LING,"GERAI NO 5,STESEN KTM TAMPIN,PULAU SEBANG MELAKA",Medan Selera,Melaka,Alor Gajah
18691.0,PASAR HOSEY SDN BHD,"NO.3060, JALAN MERBAU 10,BANDAR PUTRA,",Pasar Mini,Johor,Johor Bahru
18692.0,HOMETOWN SWEET RESTAURANT,"18, PEKAN PAUH,02600, ARAU PERLIS,",Restoran Cina,Perlis,Arau
18693.0,HO CHAK KOPITIAM,"NO 26, TINGKAT BAWAH, PEKAN PAUH,02600, ARAU PERLIS,",Restoran Cina,Perlis,Arau
18695.0,PASAR EKONOMI SINARAN CERIA,"94-A, JALAN RAYA, GUAR CHEMPEDAK,08800 GURUN KEDAH,",Pasar Mini,Kedah,Yan
18696.0,JIMAT JIMAT FRESH @ FROZEN MART SDN BHD,"10-11, PERSIARAN MAHSURI, TAMAN MAHSURI,SUNGAI LIMAU DALAM, YAN,",Pasar Mini,Kedah,Yan
18697.0,MYDIN SUNGAI PETANI,"1/1, JALAN BATIK 1,TAMAN BATIK,08000 SUNGAI PETANI, KEDAH.",Hypermarket,Kedah,Kuala Muda
18698.0,RESTORAN NUR IMAN,"NO 3045,JALAN KAMPUNG BARU,78000 ALOR GAJAH, MELAKA",Restoran Melayu,Melaka,Alor Gajah
18699.0,FARIDABI NORTHERN STORE (QAIREEN),"NO 1103 & 104,RUMAH KEDAI PUSAT BANDAR DARULAMAN,06000 JITRA KEDAH",Kedai Runcit,Kedah,Kubang Pasu
18700.0,TF VALUE MART SDN BHD,"NO 23831, JALAN PERUSAHAAN 3,KAWASAN PERINDUSTRIAN KAMUNTING,34600 KAMUNTING, PERAK.",Pasar Raya / Supermarket,Perak,"Larut, Matang & Selama"
18701.0,99 SPEEDMART SDN BHD,"NO 1 (G), JALAN INTAN SETIA 1,TAMAN INTAN SETIA 2,35900 TANJUNG MALIM, PERAK.",Pasar Mini,Perak,Muallim
18702.0,99 SPEEDMART SDN BHD,"NO (2189) PK TAMAN SIMPANG 3, NO 1&2 (G), LORONG SIMPANG 31,TAMAN SIMPANG 3,36200 SELEKOH, PERAK.",Pasar Mini,Perak,Bagan Datuk
18703.0,RESTORAN SRI KENYALANG,"ARAS BAWAH LOT 148,DESA SRI TONG TALUN,91308 SEMPORNA, SABAH",Restoran Melayu,Sabah,Semporna
18704.0,NURI MART,"TANAH NO NT 1288,KAMPUNG TANJUNG KAPOR NO 5,91308 SEMPORNA, SABAH",Kedai Runcit,Sabah,Semporna
18705.0,SERVAY JAYA KUNAK S/B,"KUNAK TOWN LEASE NOS LOT 2 (247500312),LOT 3 (247500303) & LOT 4 (247500296),91200 KUNAK, SABAH",Pasar Raya / Supermarket,Sabah,Kunak
18706.0,PASAR AWAM PORT DICKSON,"PASAR AWAM PORT DICKSON,PORT DICKSON,",Borong,Negeri Sembilan,Port Dickson
18707.0,PASAR AWAM REMBAU,"PASAR AWAM REMBAU,REMBAU,",Borong,Negeri Sembilan,Rembau
18708.0,ONE AMIRUL HYPERRUNCIT,"LOT 3519, KAMPUNG MERBAU PATAH,20050 KUALA TERENGGANU,",Kedai Runcit,Terengganu,Kuala Terengganu
18709.0,KEDAI RUNCIT NASHIYA,"NO.28, JALAN PERSISIRAN PERLING,TAMAN PERLING,",Kedai Runcit,Johor,Johor Bahru
18710.0,PASAR MINI PASARAYA MAJEED,"LOT 516-D, JALAN GOMBAK,BATU 4, GOMBAK,",Pasar Mini,W.P. Kuala Lumpur,Wangsa Maju
18711.0,99 SPEEDMART (KL HAPPY GARDEN),"NO.519 (G), JALAN RIANG 12,TAMAN GEMBIRA,",Pasar Mini,W.P. Kuala Lumpur,Seputeh
18712.0,PASARAYA TMG EXPRESS (FORTUNE AVENUE),"D-G-19, GROUND FLOOR,JALAN METRO PERDANA 2,FORTUNE AVENUE,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Kepong
18713.0,MIZAUNI ENTERPRISE,"1852-E HENTIAN REHAT,KUALA KEMASEK,KEMAMAN",Medan Selera,Terengganu,Kemaman
18714.0,JOM MAKANG SABASUN,"LOT 30274 JALAN TENGKU OMAR,WAKAF TEMBESU, GONG BADAK,KUALA TERENGGANU",Restoran Melayu,Terengganu,Kuala Nerus
18715.0,MERCATO (PAVILION),"LOT 1.01, LEVEL 1, PAVILION,168, JALAN BUKIT BINTANG,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Bukit Bintang
18716.0,PASARAYA BORONG BIG,"37, PESIARAN MEWAH,BANDAR TUN RAZAK,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Bandar Tun Razak
18717.0,EMART FOODCOURT,"EMART COMMERCIAL CENTRE,JALAN TUDAN,",Foodcourt,Sarawak,Miri
18718.0,DE MAKAN BISTRO,"NO 2220, JALAN TIMAH, TAMAN BANDAR BARU,31900,KAMPAR PERAK",Restoran India Muslim,Perak,Kampar
18719.0,RESTORAN ADILY,"NO 49, JALAN DURIAN,TAMAN KAMPAR JAYA,KAMPAR, PERAK",Restoran Melayu,Perak,Kampar
19117.0,CKS HYPERMARKET TUARAN,"LOT 6,BLOK B,",Hypermarket,Sabah,Tuaran
20682.0,RESTORAN SELERA CANGGIH,"LOT 64, (TYPE A),BEAUFORT SENTRAL,",Restoran Melayu,Sabah,Beaufort
20689.0,STAR MINI MART (GELANG PATAH),"NO 2, JALAN SRI ORKID 36,TAMAN SERI ORKID,SKUDAI",Pasar Mini,Johor,Johor Bahru
20690.0,AEON MAXVALU THE PRIME (SPHERE BANGSAR SOUTH ),"LG-1A & 1B, LEVEL LOWER GROUND,THE SPHERE, NO.1, AVENUE 1, BANGSAR SOUTH,NO.8, JALAN KERINCHI,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Lembah Pantai
20691.0,FOH HING LOONG,"BATU  3, JALAN APAS,TAWAU,SABAH",Pasar Mini,Sabah,Tawau
20692.0,ZEMART BAHAU,"NO. 98, JALAN KIARA 2,PUSAT PERNIAGAAN KIARA,BAHAU",Pasar Raya / Supermarket,Negeri Sembilan,Bahau
20693.0,PXR Bukit Tunggal,"LOT 22051, JALAN SEMARAK,MUKIM KUALA NERUS,",Pasar Raya / Supermarket,Terengganu,Kuala Nerus
20694.0,STHAMIN SUPERMARKET KUNAK,"LOT 15-LOT 20, KUNAK HIGHWAY,KUNAK HIGHWAY COMMERCIAL NEW TOWNSHIP,MOSTYN, KUNAK",Pasar Raya / Supermarket,Sabah,Kunak
20695.0,BATARAS HYPERMARKET TAWAU,"TB.14999,JALAN DATUK CHONG THIEN VUN,TAWAU",Hypermarket,Sabah,Tawau
20696.0,REZEKI MINI MART,"NO 13004,JALAN RAJAWALI 1,BANDAR PUTRA,",Kedai Runcit,Johor,Johor Bahru
20697.0,C'FU TOMYAM & SEAFOOD,"MEDAN SELERA,KM1, JALAN SEMPORNA-TAWAU,",Medan Selera,Sabah,Semporna
20699.0,M.IZZA V.G.C,"KEDAI LOT 18,BANGUNGN SAPANG, TINGKAT 1,KUNAK",Restoran Melayu,Sabah,Kunak
20700.0,RESTORAN AL NAFISAH,"NO.2334, BLOCK D1 KUNAK PLAZA,W.D.T 77,KUNAK",Restoran India Muslim,Sabah,Kunak
20701.0,KEDAI RESEPI IBU,"MEDAN SELERA SRI GUNONG,KUNAK,",Medan Selera,Sabah,Kunak
20702.0,PASAR KAMPUNG TAWAS,"207-213, Lorong Tawas 13,Kampung Tawas,",Pasar Basah ,Perak,Kinta
20703.0,TF VALUE MART TAMBUN,"No.2 Jalan, Persiaran Sci 2/2,Sunway City,",Pasar Raya / Supermarket,Perak,Kinta
20704.0,ECONSAVE BOTANI VILLAGE,"A-1, Medan Botani (Pusat Komersial Botani Village,Medan Botani 1A,Bandar Seri Botani",Pasar Raya / Supermarket,Perak,Kinta
20705.0,MYDIN RTC GOPENG,"Kampung Kepayang,Gopeng,",Pasar Raya / Supermarket,Perak,Kinta
20706.0,TF VALUE MART TAMAN MELOR,"PT No. 25581, 3, Jalan Sungai Manik, 36000 Teluk Intan, Perak,Taman Melor,",Pasar Raya / Supermarket,Perak,Hilir Perak
20707.0,PASARAYA SEGI FRESH,"Segi Cash & Carry Sdn Bhd,No 47-A,48-A,19-A & 50-A, Jalan Perdana 2,Pusat Perniagaan Slim Perdana, Slim River",Pasar Raya / Supermarket,Perak,Muallim
20708.0,99 SPEEDMART SUNGKAI PERDANA,"Ground Floor, No: 17 & 18,Jln Sungkai Perdana 1,Taman Sungkai Perdana",Pasar Mini,Perak,Batang Padang
20712.0,LJ SUPERMARKET,"SOOK,SOOK,",Pasar Raya / Supermarket,Sabah,Nabawan
20713.0,BESHI MART MINI MARKET,"KENINGAU,KENINGAU,",Pasar Mini,Sabah,Keningau
20714.0,RAMAI RAMAI SDN BHD (IPEAK),"IPEAK,LAHAD DATU,",Pasar Raya / Supermarket,Sabah,Lahad Datu
20715.0,STHAMIN SUPERMARKET,"LOT S1,SECOND FLOOR, DARVEL BAY PLAZA,",Pasar Raya / Supermarket,Sabah,Lahad Datu
20716.0,MG COOPMART KUALA TERENGGANU,"LOT 2953 JALAN KUALA BERANG,KG WAKAF BERUAS,",Pasar Raya / Supermarket,Terengganu,Kuala Terengganu
20717.0,TMG KUALA NERUS,"LOT 28550 JALAN GONG BADAK,KAWASAN PERINDUSTRIAN GONG BADAK,",Pasar Raya / Supermarket,Terengganu,Kuala Nerus
20718.0,PASAR BUKIT TUNGGAL,"KG BUKIT TUNGGAL,BUKIT TUNGGAL,",Pasar Basah ,Terengganu,Kuala Nerus
20719.0,TERMINAL CAFE & CATERING,"NO.1, BLOK G,GROUND FLOOR, JALAN PERDAGANGAN INANAM BUSINESS CENTRE,INANAM",Restoran India Muslim,Sabah,Kota Kinabalu
20720.0,PITAS RESTAURANT SEAFOOD,"KG. TAKA, PITAS,P/S 23,PITAS",Restoran Melayu,Sabah,Pitas
20721.0,STHAMIN CAFE,"TB 4438 & TB 4439,LOT 29 & LOT 30,SABINDO SQUARE",Restoran Melayu,Sabah,Tawau
20722.0,PASAR SUNTEX,"JALAN CHERAS,CHERAS,",Pasar Basah ,Selangor,Hulu Langat
